Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,Momentum,RSI,MACD,Signal,Upper_band,Lower_band
2010-07-28,4.11,4.18,4.102,4.144,4.144,2336000,0.008,0.03399999999999981,0.39596715014733,4.143714285714286,3.9823809523809524,1.258,41.752947344304836,-0.07012144314783075,-0.13163547721748067,4.880764940704537,3.0839969640573677
2010-07-29,4.154,4.176,4.0,4.07,4.07,3080000,-0.02,-0.07399999999999984,0.3816653869693824,4.145142857142857,3.9486666666666665,1.1900000000000004,40.44921765121272,-0.0675198589918713,-0.11881235357235881,4.771620695354377,3.125712637978956
2010-07-30,4.04,4.088,3.91,3.988,3.988,2134500,-0.013,-0.0820000000000003,0.36791341931210164,4.137142857142858,3.9116190476190478,1.1100000000000003,38.99613989423355,-0.07125343426578468,-0.10930056971104399,4.645234335406993,3.178003759831102
2010-08-02,4.1,4.194,4.066,4.184,4.184,3590500,0.02,0.19600000000000017,0.35787153664090415,4.134857142857143,3.901714285714286,1.1440000000000001,44.15974502593121,-0.05773126749445456,-0.0989867092677261,4.613377448413366,3.190051123015206
2010-08-03,4.2,4.39,4.164,4.39,4.39,6152500,0.045,0.20599999999999952,0.35822782036388573,4.153714285714286,3.9279047619047622,1.0700000000000003,49.04183029532489,-0.030046022673674955,-0.08519857194891588,4.669865921201367,3.185943602608157
2010-08-04,4.39,4.436,4.17,4.252,4.252,4565000,-0.031,-0.1379999999999999,0.3501458301606557,4.162571428571428,3.9769523809523806,0.988,46.132068449375886,-0.019021445988748553,-0.07196314675688241,4.65647411752612,3.2974306443786414
2010-08-05,4.308,4.31,4.01,4.09,4.09,3981000,-0.051,-0.16199999999999992,0.3387159525713376,4.159714285714286,4.021238095238095,1.1840000000000002,42.913206488256094,-0.02309026544085757,-0.062188570493677445,4.58920496214563,3.4532712283305598
2010-08-06,4.02,4.032,3.904,3.918,3.918,3709500,-0.025,-0.1719999999999997,0.32961694456920854,4.127428571428572,4.0415238095238095,1.3899999999999997,39.74252243281718,-0.03973574774161648,-0.057698005943265254,4.558216220556764,3.5248313984908552
2010-08-09,3.98,3.996,3.89,3.92,3.92,4063500,-0.015,0.0019999999999997797,0.3207488405483669,4.106,4.0624761904761915,1.2519999999999998,39.7982227344542,-0.052164706834900265,-0.05659134612159226,4.5152664814708725,3.609685899481511
2010-08-10,3.93,3.93,3.764,3.806,3.806,6406500,-0.032,-0.11399999999999988,0.31599921280066406,4.08,4.081333333333333,1.0899999999999999,37.661241210217746,-0.07040204279875528,-0.05935348545702486,4.444012989963442,3.7186536767032248
2010-08-11,3.738,3.776,3.57,3.58,3.58,3988000,-0.042,-0.22599999999999998,0.32478975320145614,3.9937142857142853,4.079047619047619,0.9180000000000001,33.78789356727121,-0.10191674142800045,-0.06786613665121999,4.454120132671572,3.703975105423665
2010-08-12,3.56,3.58,3.478,3.52,3.52,3455000,-0.011,-0.06000000000000005,0.33539515738926756,3.8694285714285717,4.057714285714286,0.9199999999999999,32.82274484510852,-0.1302326250671184,-0.08033943433439968,4.503593705673155,3.6118348657554167
2010-08-13,3.636,3.69,3.532,3.664,3.664,3170000,0.008,0.14400000000000013,0.33360028719488194,3.7854285714285716,4.042761904761905,0.806,37.44140526087078,-0.13944612221950914,-0.09216077191142158,4.51983712095403,3.56568668856978
2010-08-16,3.69,3.76,3.652,3.756,3.756,2429000,0.018,0.09199999999999964,0.3271946388901072,3.737714285714286,4.025047619047619,0.5800000000000001,40.26705125117796,-0.13773651318255542,-0.10127592016564836,4.516246347136558,3.53384889095868
2010-08-17,3.792,3.88,3.756,3.83,3.83,2239500,0.01,0.07400000000000029,0.3188165841488921,3.725142857142857,3.998761904761905,0.52,42.51613338043072,-0.12892429512588244,-0.1068055951576952,4.468336139473269,3.5291876700505407
2010-08-18,3.918,3.918,3.72,3.754,3.754,3006500,-0.042,-0.07600000000000007,0.31261804197430226,3.7014285714285715,3.9841904761904763,0.6640000000000001,40.81635562500204,-0.12661359100597114,-0.11076719432735038,4.464648432331333,3.5037325200496197
2010-08-19,3.708,3.85,3.666,3.758,3.758,2895500,0.013,0.0040000000000000036,0.3062803896261435,3.694571428571429,3.9705714285714286,0.7559999999999998,40.95016549470312,-0.12304123204016104,-0.11322200186991252,4.460038310567985,3.4811045465748727
2010-08-20,3.73,3.822,3.702,3.82,3.82,1480000,0.024,0.06199999999999983,0.29853850697600515,3.728857142857143,3.952476190476191,0.8300000000000001,43.09766424066859,-0.1138943270721886,-0.11335646691036774,4.434357345553924,3.4705950353984587
2010-08-23,3.818,4.078,3.8,4.026,4.026,5440500,0.054,0.20599999999999996,0.29142208290978205,3.8011428571428567,3.9414285714285713,0.754,49.64970336222214,-0.08899695905372385,-0.10848456533903897,4.4041477395764135,3.478709403280729
2010-08-24,3.85,3.942,3.79,3.84,3.84,3365500,-0.003,-0.18599999999999994,0.2839692510801129,3.826285714285714,3.9247619047619047,0.758,44.650476004388835,-0.08331387061699225,-0.10345042639462963,4.3749200568648785,3.4746037526589304
2010-08-25,3.832,3.996,3.712,3.98,3.98,2516500,0.039,0.14000000000000012,0.27662940045849654,3.858285714285714,3.918571428571428,0.8199999999999998,48.82710582541547,-0.06674377146437349,-0.09610909540857841,4.361548886882154,3.475593970260702
2010-08-26,3.978,4.054,3.92,3.95,3.95,2169000,-0.007,-0.029999999999999805,0.2692450617732551,3.8754285714285714,3.9093333333333335,1.0259999999999998,47.99140002472965,-0.05539404966144579,-0.0879660862591519,4.340499813168369,3.4781668534982977
2010-08-27,3.95,3.974,3.9,3.94,3.94,1898000,-0.003,-0.010000000000000231,0.2620598851291148,3.902,3.903142857142857,0.8399999999999999,47.69833829270233,-0.04666826705617266,-0.07970652241855605,4.3283121343557305,3.4779735799299836
2010-08-30,3.94,4.038,3.922,3.974,3.974,3664000,0.009,0.03400000000000025,0.2553651379013344,3.9328571428571424,3.9024761904761904,0.98,48.84219389721695,-0.03658774487761152,-0.07108276691036715,4.327130223330054,3.4778221576223265
2010-08-31,3.932,3.958,3.866,3.896,3.896,1005500,-0.009,-0.07800000000000029,0.2486873873950645,3.943714285714286,3.8887619047619046,0.9500000000000002,46.338407965353205,-0.03449516773056116,-0.06376524707440595,4.293358446893403,3.4841653626304065
2010-09-01,3.924,4.138,3.92,4.09,4.09,2474500,0.042,0.19399999999999995,0.24507536164010618,3.9528571428571424,3.874476190476191,0.94,52.816983738927895,-0.016986793410444623,-0.05440955634161369,4.221884664205677,3.5270677167467044
2010-09-02,4.074,4.248,4.062,4.212,4.212,2435500,0.034,0.12199999999999989,0.2468440074076048,4.005999999999999,3.872571428571429,0.9740000000000002,56.38323717633305,0.006656369300877429,-0.042196371213115466,4.211624563893066,3.5335182932497924
2010-09-03,4.174,4.26,4.132,4.21,4.21,2173000,0.009,-0.0019999999999997797,0.24760280119084402,4.038857142857143,3.8782857142857146,0.8959999999999999,56.30810045714429,0.024944814510022617,-0.02876813406848785,4.236247244541216,3.5203241840302124
