0.012131228	0.13299452	0.06847022	-0.17679723	0.25998113	0.30889493	-0.38466188	0.28090176	0.04057827	-0.34865412	0.33886704	0.2944105	0.13268173	-0.35080886	0.02935216	0.26125225
0.07197347	0.29499584	-0.3159882	-0.6366993	0.6186704	0.12987421	-0.42461783	-0.27389663	-0.5513151	-0.4866072	0.045913674	0.6371032	0.49647552	-0.26269057	-0.15539001	0.1833228
0.34114313	0.053152673	-0.25735337	0.12693377	-0.029370245	0.5715779	0.0074510276	0.356354	0.23836297	0.042795256	0.4356479	0.28408992	-0.38906416	-0.19485384	-0.15007031	0.57422453
-0.08193556	0.124976255	0.09137825	-0.007666678	0.03536128	0.38804424	-0.2662667	0.34734794	0.18160845	-0.0661106	0.40364835	0.10594067	-0.021651657	-0.11016141	0.06692645	0.21658398
-0.26490536	0.044682916	0.17091289	0.0868247	0.11291797	0.1169853	-0.11543791	0.12512964	0.32906625	-0.25588197	0.21454965	0.12618555	0.1892062	0.168236	0.11557251	0.24926394
0.6965342	-0.030744752	-0.4153996	0.5787083	-0.7125784	0.85640925	0.32670557	0.73558724	0.41895497	0.8087046	0.8751421	-0.15415911	-0.959631	-0.41329238	-0.27078408	0.64082664
0.11197601	0.23749128	-0.018575978	-0.44492787	0.31120858	0.39063978	-0.38423797	0.0999795	-0.3289129	-0.25881553	0.18424575	0.29092503	0.17068958	-0.60162425	-0.013596424	0.0628388
0.033841394	0.0536792	0.0953176	-0.24492313	0.19080925	0.17953502	-0.26435262	0.21206708	0.14211372	-0.2785113	0.15814936	0.21792114	0.086919025	-0.41046813	-0.015902452	0.18674684
0.08938415	-0.7189552	0.35276872	0.76938075	-0.58216697	0.746179	0.39933103	0.6724395	0.8521372	0.55207515	0.6848342	-0.52421325	-0.7166369	-0.4184787	0.05987646	0.60181093
0.27919137	0.12316665	-0.12028988	-0.14745697	0.07489844	0.43885264	-0.12987003	0.2075158	0.024161028	-0.07984648	0.31508866	0.20754594	-0.22354214	-0.36327028	-0.102210104	0.2188082
0.20328389	0.2901697	0.1414514	-0.62354517	0.22880638	0.41944495	-0.5000058	0.19763039	-0.4344804	-0.20093447	0.2117373	0.31368425	-0.14385466	-0.82260996	0.1895884	-0.083162814
