-0.2651329	0.10298642	0.6490386	0.1695316	-0.5580121	-0.16315615	-0.34101743	-0.18921514	0.1584629	-0.09104634	0.09732743	0.0068114605	-0.07616282	0.0921575	-0.1763594	-0.10851861
-0.5207296	0.47842407	0.79040164	0.05514365	0.06973559	-0.46314722	-0.14382164	-0.43281683	0.2386744	-0.42244756	0.361914	0.5850573	0.22900352	0.13827242	0.0022106147	-0.50086725
-0.06534466	-0.12030104	0.70335674	0.51699305	-0.26259932	-0.347673	-0.42992043	-0.023235591	0.34455416	0.18648209	-0.09342668	-0.055203445	-0.2790255	-0.36473584	0.13747752	0.0057942816
-0.21358629	-0.058723144	0.32248616	0.019921623	-0.70030403	-0.21935616	-0.07897889	0.059227597	0.31544405	0.027370961	-0.14562042	-0.42397556	-0.08101848	0.1894586	-0.35310307	0.06409485
0.05037923	-0.021178609	0.4980387	0.025156088	-0.582723	0.3083582	-0.15110007	-0.17400606	-0.13741364	-0.25338638	0.18212846	-0.19818866	0.026248537	-0.0975098	-0.045598924	-0.041190967
0.27206838	-0.5147733	0.65528834	0.8039995	-0.034930076	-0.6530158	-0.69846004	0.49866223	0.7328845	0.5671191	-0.61700875	-0.34009302	-0.6384102	-0.6099114	-0.009988721	0.5096327
-0.44083005	0.19279578	0.6042419	0.20003197	-0.0029172543	-0.49066436	-0.25392777	-0.13740799	0.37181565	-0.048665594	-0.042225685	0.102382556	-0.08706296	0.27511716	-0.15220703	-0.14105327
-0.18813336	0.031035926	0.6866199	0.22317947	-0.10843898	0.010409085	-0.42958534	-0.2160622	-0.08197318	-0.09449636	0.09325609	0.25397065	-0.06725181	0.16591237	-0.040222682	-0.13880329
0.6599367	-0.6509403	0.6316827	0.66941917	-0.67538595	0.61948967	-0.7119237	0.4214278	-0.14540339	0.5513263	-0.3795184	-0.49669608	-0.601057	-0.6493386	0.045381896	0.58404374
-0.3514595	0.011194061	0.44010827	0.30276966	0.07740751	-0.47344592	-0.33017278	0.03357739	0.46986175	0.015864722	-0.24771813	0.0044067185	-0.18025823	0.020601219	-0.14671949	-0.074142046
-0.6834664	0.2952023	0.9263796	0.42676613	0.6317589	-0.36164308	-0.73522675	-0.13461448	0.17301199	-0.13798776	-0.34173232	0.5946131	-0.2951476	0.7654567	-0.53593194	-0.19892403
0.36265182	-0.19739364	1.00297	0.4304354	-0.17130385	0.76284313	-0.8047167	-0.09149334	-0.903902	-0.0701506	-0.00549014	0.18695444	-0.31931654	0.175228	-0.061013248	0.17729534
0.5330881	-0.31492427	0.31020412	-0.18723422	-1.0204211	0.9180917	-0.03320549	0.0047501517	-0.50484157	-0.13157256	0.2820163	-0.46390212	0.04729146	-0.04508004	-0.16451964	0.2591322
-0.33299315	0.20334053	0.7485199	0.21700732	-0.1119655	-0.5049427	-0.10464208	-0.242643	0.3129078	-0.12847546	0.14003147	0.23069075	-0.023758978	0.036266457	0.023570023	-0.2471537
-0.3908183	0.5246149	-0.12807621	-0.6859546	-0.75845534	-0.11415531	0.81116337	-0.4262545	0.29446852	-0.4606651	0.64728975	-0.20658867	0.6965196	0.03993568	-0.031907152	-0.5417589
-0.34344068	0.5379468	0.780825	-0.092422776	-0.031752992	0.07209182	-0.08311381	-0.56783277	-0.35571215	-0.5048753	0.45043698	0.5410863	0.31933066	0.10071994	0.20432636	-0.45952395
0.23761289	0.17595844	0.4575992	-0.1812585	-0.76008856	0.5428006	0.20731506	-0.4993236	-0.38213694	-0.3512105	0.7387231	0.061843414	0.34799814	-0.37627545	0.48598102	-0.3105674
-0.24912734	0.099231	0.09034356	-0.1489025	-0.6943411	-0.4584818	0.3822576	-0.05569337	0.49603453	-0.038256977	0.19405049	-0.22174178	0.17938676	-0.13904203	0.02734781	-0.12262628
-0.68113524	-0.09051547	-0.3036508	0.16270402	-0.041816074	-1.5079966	0.5564669	0.5027791	1.4789035	0.49815908	-0.6635755	-0.63536495	-0.0522526	-0.44346443	-0.33763254	0.11331868
-0.32551134	0.028082669	0.28267565	-0.116293356	-0.57234544	0.112537846	-0.10254606	0.087607905	-0.06581776	-0.057556745	-0.25231543	-0.43202034	-0.08563498	0.7265243	-0.8619751	0.093744725
-0.2705843	-0.08717806	0.45568624	0.21085984	-0.35267225	-0.08947301	-0.32865578	0.20389469	0.10600706	-0.0396879	-0.28643408	-0.29736236	-0.2341785	0.58302397	-0.72619414	0.15847446
0.18477827	-0.248	0.7064752	0.7605289	0.45873362	-0.14321533	-0.557839	0.0055861115	0.19674553	0.29201496	-0.07998827	0.2650748	-0.34828043	-0.62764215	0.51521987	0.11253322
0.15690841	0.12958995	0.48972303	0.21098746	0.117191985	0.48264486	-0.43019605	-0.1953194	-0.41257662	-0.07298462	0.067813076	0.29286894	-0.026798705	-0.18925564	0.07362346	-0.08871356
-0.4207276	0.28772372	0.5908897	0.41658142	0.4511934	-0.7325743	-0.33742163	-0.20151764	0.5232121	-0.06808603	-0.09215732	0.4077235	-0.18871245	-0.068071626	0.14759068	-0.35874248
-0.0732731	0.057998337	0.34683514	0.14994137	-0.21456063	-0.54384905	0.10998865	-0.1519458	0.48639166	0.018151507	0.12340725	0.045197222	-0.015995735	-0.51255405	0.3650976	-0.18278344
0.4692688	-0.43022123	0.77389175	0.6278908	-0.36008063	0.70717466	-0.7765268	0.23127715	-0.49720427	0.3223372	-0.3303624	-0.1344256	-0.5745912	-0.033326067	-0.34146732	0.49198633
0.35067785	-0.32294795	0.2580502	0.08526977	-0.9103372	0.48742017	-0.02915182	0.13485871	-0.20126097	0.09700857	0.04880155	-0.5936875	-0.11912554	-0.18189774	-0.13777992	0.32328394
1.011542	0.49687615	1.2241243	0.6825553	0.8888263	1.0367662	-0.9957692	-0.7592908	-1.0914731	-0.49364826	0.66103256	0.9163324	0.037423484	-1.1975197	0.94191885	-0.5431402
-0.31327102	0.39025193	0.5308425	0.10121784	0.08959452	-0.34842622	-0.006973405	-0.34990716	0.2660746	-0.3060097	0.12531154	0.31160295	0.10748313	0.09103311	-0.02738848	-0.40282804
